id,city,mesoregion,state_abbreviation,state,region,city_padr
1100015,Alta Floresta D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,ALTA FLORESTA D OESTE
1100023,Ariquemes,Leste Rondoniense,RO,Rondônia,Norte,ARIQUEMES
1100031,Cabixi,Leste Rondoniense,RO,Rondônia,Norte,CABIXI
1100049,Cacoal,Leste Rondoniense,RO,Rondônia,Norte,CACOAL
1100056,Cerejeiras,Leste Rondoniense,RO,Rondônia,Norte,CEREJEIRAS
1100064,Colorado do Oeste,Leste Rondoniense,RO,Rondônia,Norte,COLORADO DO OESTE
1100072,Corumbiara,Leste Rondoniense,RO,Rondônia,Norte,CORUMBIARA
1100080,Costa Marques,Madeira-Guaporé,RO,Rondônia,Norte,COSTA MARQUES
1100098,Espigão D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,ESPIGAO D OESTE
1100106,Guajará-Mirim,Madeira-Guaporé,RO,Rondônia,Norte,GUAJARA MIRIM
1100114,Jaru,Leste Rondoniense,RO,Rondônia,Norte,JARU
1100122,Ji-Paraná,Leste Rondoniense,RO,Rondônia,Norte,JI PARANA
1100130,Machadinho D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,MACHADINHO D OESTE
1100148,Nova Brasilândia D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,NOVA BRASILANDIA D OESTE
1100155,Ouro Preto do Oeste,Leste Rondoniense,RO,Rondônia,Norte,OURO PRETO DO OESTE
1100189,Pimenta Bueno,Leste Rondoniense,RO,Rondônia,Norte,PIMENTA BUENO
1100205,Porto Velho,Madeira-Guaporé,RO,Rondônia,Norte,PORTO VELHO
1100254,Presidente Médici,Leste Rondoniense,RO,Rondônia,Norte,PRESIDENTE MEDICI
1100262,Rio Crespo,Leste Rondoniense,RO,Rondônia,Norte,RIO CRESPO
1100288,Rolim de Moura,Leste Rondoniense,RO,Rondônia,Norte,ROLIM DE MOURA
1100296,Santa Luzia D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,SANTA LUZIA D OESTE
1100304,Vilhena,Leste Rondoniense,RO,Rondônia,Norte,VILHENA
1100320,São Miguel do Guaporé,Leste Rondoniense,RO,Rondônia,Norte,SAO MIGUEL DO GUAPORE
1100338,Nova Mamoré,Madeira-Guaporé,RO,Rondônia,Norte,NOVA MAMORE
1100346,Alvorada D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,ALVORADA D OESTE
1100379,Alto Alegre dos Parecis,Leste Rondoniense,RO,Rondônia,Norte,ALTO ALEGRE DOS PARECIS
1100403,Alto Paraíso,Leste Rondoniense,RO,Rondônia,Norte,ALTO PARAISO
1100452,Buritis,Madeira-Guaporé,RO,Rondônia,Norte,BURITIS
1100502,Novo Horizonte do Oeste,Leste Rondoniense,RO,Rondônia,Norte,NOVO HORIZONTE DO OESTE
1100601,Cacaulândia,Leste Rondoniense,RO,Rondônia,Norte,CACAULANDIA
1100700,Campo Novo de Rondônia,Madeira-Guaporé,RO,Rondônia,Norte,CAMPO NOVO DE RONDONIA
1100809,Candeias do Jamari,Madeira-Guaporé,RO,Rondônia,Norte,CANDEIAS DO JAMARI
1100908,Castanheiras,Leste Rondoniense,RO,Rondônia,Norte,CASTANHEIRAS
1100924,Chupinguaia,Leste Rondoniense,RO,Rondônia,Norte,CHUPINGUAIA
1100940,Cujubim,Madeira-Guaporé,RO,Rondônia,Norte,CUJUBIM
1101005,Governador Jorge Teixeira,Leste Rondoniense,RO,Rondônia,Norte,GOVERNADOR JORGE TEIXEIRA
1101104,Itapuã do Oeste,Madeira-Guaporé,RO,Rondônia,Norte,ITAPUA DO OESTE
1101203,Ministro Andreazza,Leste Rondoniense,RO,Rondônia,Norte,MINISTRO ANDREAZZA
1101302,Mirante da Serra,Leste Rondoniense,RO,Rondônia,Norte,MIRANTE DA SERRA
1101401,Monte Negro,Leste Rondoniense,RO,Rondônia,Norte,MONTE NEGRO
1101435,Nova União,Leste Rondoniense,RO,Rondônia,Norte,NOVA UNIAO
1101450,Parecis,Leste Rondoniense,RO,Rondônia,Norte,PARECIS
1101468,Pimenteiras do Oeste,Leste Rondoniense,RO,Rondônia,Norte,PIMENTEIRAS DO OESTE
1101476,Primavera de Rondônia,Leste Rondoniense,RO,Rondônia,Norte,PRIMAVERA DE RONDONIA
1101484,São Felipe D'Oeste,Leste Rondoniense,RO,Rondônia,Norte,SAO FELIPE D OESTE
1101492,São Francisco do Guaporé,Madeira-Guaporé,RO,Rondônia,Norte,SAO FRANCISCO DO GUAPORE
1101500,Seringueiras,Leste Rondoniense,RO,Rondônia,Norte,SERINGUEIRAS
1101559,Teixeirópolis,Leste Rondoniense,RO,Rondônia,Norte,TEIXEIROPOLIS
1101609,Theobroma,Leste Rondoniense,RO,Rondônia,Norte,THEOBROMA
1101708,Urupá,Leste Rondoniense,RO,Rondônia,Norte,URUPA
1101757,Vale do Anari,Leste Rondoniense,RO,Rondônia,Norte,VALE DO ANARI
1101807,Vale do Paraíso,Leste Rondoniense,RO,Rondônia,Norte,VALE DO PARAISO
1200013,Acrelândia,Vale do Acre,AC,Acre,Norte,ACRELANDIA
1200054,Assis Brasil,Vale do Acre,AC,Acre,Norte,ASSIS BRASIL
1200104,Brasiléia,Vale do Acre,AC,Acre,Norte,BRASILEIA
1200138,Bujari,Vale do Acre,AC,Acre,Norte,BUJARI
1200179,Capixaba,Vale do Acre,AC,Acre,Norte,CAPIXABA
1200203,Cruzeiro do Sul,Vale do Juruá,AC,Acre,Norte,CRUZEIRO DO SUL
1200252,Epitaciolândia,Vale do Acre,AC,Acre,Norte,EPITACIOLANDIA
1200302,Feijó,Vale do Juruá,AC,Acre,Norte,FEIJO
1200328,Jordão,Vale do Juruá,AC,Acre,Norte,JORDAO
1200336,Mâncio Lima,Vale do Juruá,AC,Acre,Norte,MANCIO LIMA
1200344,Manoel Urbano,Vale do Acre,AC,Acre,Norte,MANOEL URBANO
1200351,Marechal Thaumaturgo,Vale do Juruá,AC,Acre,Norte,MARECHAL THAUMATURGO
1200385,Plácido de Castro,Vale do Acre,AC,Acre,Norte,PLACIDO DE CASTRO
1200393,Porto Walter,Vale do Juruá,AC,Acre,Norte,PORTO WALTER
1200401,Rio Branco,Vale do Acre,AC,Acre,Norte,RIO BRANCO
1200427,Rodrigues Alves,Vale do Juruá,AC,Acre,Norte,RODRIGUES ALVES
1200435,Santa Rosa do Purus,Vale do Acre,AC,Acre,Norte,SANTA ROSA DO PURUS
1200450,Senador Guiomard,Vale do Acre,AC,Acre,Norte,SENADOR GUIOMARD
1200500,Sena Madureira,Vale do Acre,AC,Acre,Norte,SENA MADUREIRA
1200609,Tarauacá,Vale do Juruá,AC,Acre,Norte,TARAUACA
1200708,Xapuri,Vale do Acre,AC,Acre,Norte,XAPURI
1200807,Porto Acre,Vale do Acre,AC,Acre,Norte,PORTO ACRE
1300029,Alvarães,Centro Amazonense,AM,Amazonas,Norte,ALVARAES
1300060,Amaturá,Sudoeste Amazonense,AM,Amazonas,Norte,AMATURA
1300086,Anamã,Centro Amazonense,AM,Amazonas,Norte,ANAMA
1300102,Anori,Centro Amazonense,AM,Amazonas,Norte,ANORI
1300144,Apuí,Sul Amazonense,AM,Amazonas,Norte,APUI
1300201,Atalaia do Norte,Sudoeste Amazonense,AM,Amazonas,Norte,ATALAIA DO NORTE
1300300,Autazes,Centro Amazonense,AM,Amazonas,Norte,AUTAZES
1300409,Barcelos,Norte Amazonense,AM,Amazonas,Norte,BARCELOS
1300508,Barreirinha,Centro Amazonense,AM,Amazonas,Norte,BARREIRINHA
1300607,Benjamin Constant,Sudoeste Amazonense,AM,Amazonas,Norte,BENJAMIN CONSTANT
1300631,Beruri,Centro Amazonense,AM,Amazonas,Norte,BERURI
1300680,Boa Vista do Ramos,Centro Amazonense,AM,Amazonas,Norte,BOA VISTA DO RAMOS
1300706,Boca do Acre,Sul Amazonense,AM,Amazonas,Norte,BOCA DO ACRE
1300805,Borba,Sul Amazonense,AM,Amazonas,Norte,BORBA
1300839,Caapiranga,Centro Amazonense,AM,Amazonas,Norte,CAAPIRANGA
1300904,Canutama,Sul Amazonense,AM,Amazonas,Norte,CANUTAMA
1301001,Carauari,Sudoeste Amazonense,AM,Amazonas,Norte,CARAUARI
1301100,Careiro,Centro Amazonense,AM,Amazonas,Norte,CAREIRO
1301159,Careiro da Várzea,Centro Amazonense,AM,Amazonas,Norte,CAREIRO DA VARZEA
1301209,Coari,Centro Amazonense,AM,Amazonas,Norte,COARI
1301308,Codajás,Centro Amazonense,AM,Amazonas,Norte,CODAJAS
1301407,Eirunepé,Sudoeste Amazonense,AM,Amazonas,Norte,EIRUNEPE
1301506,Envira,Sudoeste Amazonense,AM,Amazonas,Norte,ENVIRA
1301605,Fonte Boa,Sudoeste Amazonense,AM,Amazonas,Norte,FONTE BOA
1301654,Guajará,Sudoeste Amazonense,AM,Amazonas,Norte,GUAJARA
1301704,Humaitá,Sul Amazonense,AM,Amazonas,Norte,HUMAITA
1301803,Ipixuna,Sudoeste Amazonense,AM,Amazonas,Norte,IPIXUNA
1301852,Iranduba,Centro Amazonense,AM,Amazonas,Norte,IRANDUBA
1301902,Itacoatiara,Centro Amazonense,AM,Amazonas,Norte,ITACOATIARA
1301951,Itamarati,Sudoeste Amazonense,AM,Amazonas,Norte,ITAMARATI
1302009,Itapiranga,Centro Amazonense,AM,Amazonas,Norte,ITAPIRANGA
1302108,Japurá,Norte Amazonense,AM,Amazonas,Norte,JAPURA
1302207,Juruá,Sudoeste Amazonense,AM,Amazonas,Norte,JURUA
1302306,Jutaí,Sudoeste Amazonense,AM,Amazonas,Norte,JUTAI
1302405,Lábrea,Sul Amazonense,AM,Amazonas,Norte,LABREA
1302504,Manacapuru,Centro Amazonense,AM,Amazonas,Norte,MANACAPURU
1302553,Manaquiri,Centro Amazonense,AM,Amazonas,Norte,MANAQUIRI
1302603,Manaus,Centro Amazonense,AM,Amazonas,Norte,MANAUS
1302702,Manicoré,Sul Amazonense,AM,Amazonas,Norte,MANICORE
1302801,Maraã,Norte Amazonense,AM,Amazonas,Norte,MARAA
1302900,Maués,Centro Amazonense,AM,Amazonas,Norte,MAUES
1303007,Nhamundá,Centro Amazonense,AM,Amazonas,Norte,NHAMUNDA
1303106,Nova Olinda do Norte,Centro Amazonense,AM,Amazonas,Norte,NOVA OLINDA DO NORTE
1303205,Novo Airão,Norte Amazonense,AM,Amazonas,Norte,NOVO AIRAO
1303304,Novo Aripuanã,Sul Amazonense,AM,Amazonas,Norte,NOVO ARIPUANA
1303403,Parintins,Centro Amazonense,AM,Amazonas,Norte,PARINTINS
1303502,Pauini,Sul Amazonense,AM,Amazonas,Norte,PAUINI
1303536,Presidente Figueiredo,Centro Amazonense,AM,Amazonas,Norte,PRESIDENTE FIGUEIREDO
1303569,Rio Preto da Eva,Centro Amazonense,AM,Amazonas,Norte,RIO PRETO DA EVA
1303601,Santa Isabel do Rio Negro,Norte Amazonense,AM,Amazonas,Norte,SANTA ISABEL DO RIO NEGRO
1303700,Santo Antônio do Içá,Sudoeste Amazonense,AM,Amazonas,Norte,SANTO ANTONIO DO ICA
1303809,São Gabriel da Cachoeira,Norte Amazonense,AM,Amazonas,Norte,SAO GABRIEL DA CACHOEIRA
1303908,São Paulo de Olivença,Sudoeste Amazonense,AM,Amazonas,Norte,SAO PAULO DE OLIVENCA
1303957,São Sebastião do Uatumã,Centro Amazonense,AM,Amazonas,Norte,SAO SEBASTIAO DO UATUMA
1304005,Silves,Centro Amazonense,AM,Amazonas,Norte,SILVES
1304062,Tabatinga,Sudoeste Amazonense,AM,Amazonas,Norte,TABATINGA
1304104,Tapauá,Sul Amazonense,AM,Amazonas,Norte,TAPAUA
1304203,Tefé,Centro Amazonense,AM,Amazonas,Norte,TEFE
1304237,Tonantins,Sudoeste Amazonense,AM,Amazonas,Norte,TONANTINS
1304260,Uarini,Centro Amazonense,AM,Amazonas,Norte,UARINI
1304302,Urucará,Centro Amazonense,AM,Amazonas,Norte,URUCARA
1304401,Urucurituba,Centro Amazonense,AM,Amazonas,Norte,URUCURITUBA
1400027,Amajari,Norte de Roraima,RR,Roraima,Norte,AMAJARI
1400050,Alto Alegre,Norte de Roraima,RR,Roraima,Norte,ALTO ALEGRE
1400100,Boa Vista,Norte de Roraima,RR,Roraima,Norte,BOA VISTA
1400159,Bonfim,Norte de Roraima,RR,Roraima,Norte,BONFIM
1400175,Cantá,Norte de Roraima,RR,Roraima,Norte,CANTA
1400209,Caracaraí,Sul de Roraima,RR,Roraima,Norte,CARACARAI
1400233,Caroebe,Sul de Roraima,RR,Roraima,Norte,CAROEBE
1400282,Iracema,Sul de Roraima,RR,Roraima,Norte,IRACEMA
1400308,Mucajaí,Sul de Roraima,RR,Roraima,Norte,MUCAJAI
1400407,Normandia,Norte de Roraima,RR,Roraima,Norte,NORMANDIA
1400456,Pacaraima,Norte de Roraima,RR,Roraima,Norte,PACARAIMA
1400472,Rorainópolis,Sul de Roraima,RR,Roraima,Norte,RORAINOPOLIS
1400506,São João da Baliza,Sul de Roraima,RR,Roraima,Norte,SAO JOAO DA BALIZA
1400605,São Luiz,Sul de Roraima,RR,Roraima,Norte,SAO LUIZ
1400704,Uiramutã,Norte de Roraima,RR,Roraima,Norte,UIRAMUTA
1500107,Abaetetuba,Nordeste Paraense,PA,Pará,Norte,ABAETETUBA
1500131,Abel Figueiredo,Sudeste Paraense,PA,Pará,Norte,ABEL FIGUEIREDO
1500206,Acará,Nordeste Paraense,PA,Pará,Norte,ACARA
1500305,Afuá,Marajó,PA,Pará,Norte,AFUA
1500347,Água Azul do Norte,Sudeste Paraense,PA,Pará,Norte,AGUA AZUL DO NORTE
1500404,Alenquer,Baixo Amazonas,PA,Pará,Norte,ALENQUER
1500503,Almeirim,Baixo Amazonas,PA,Pará,Norte,ALMEIRIM
1500602,Altamira,Sudoeste Paraense,PA,Pará,Norte,ALTAMIRA
1500701,Anajás,Marajó,PA,Pará,Norte,ANAJAS
1500800,Ananindeua,Metropolitana de Belém,PA,Pará,Norte,ANANINDEUA
1500859,Anapu,Sudoeste Paraense,PA,Pará,Norte,ANAPU
1500909,Augusto Corrêa,Nordeste Paraense,PA,Pará,Norte,AUGUSTO CORREA
1500958,Aurora do Pará,Nordeste Paraense,PA,Pará,Norte,AURORA DO PARA
1501006,Aveiro,Sudoeste Paraense,PA,Pará,Norte,AVEIRO
1501105,Bagre,Marajó,PA,Pará,Norte,BAGRE
1501204,Baião,Nordeste Paraense,PA,Pará,Norte,BAIAO
1501253,Bannach,Sudeste Paraense,PA,Pará,Norte,BANNACH
1501303,Barcarena,Metropolitana de Belém,PA,Pará,Norte,BARCARENA
1501402,Belém,Metropolitana de Belém,PA,Pará,Norte,BELEM
1501451,Belterra,Baixo Amazonas,PA,Pará,Norte,BELTERRA
1501501,Benevides,Metropolitana de Belém,PA,Pará,Norte,BENEVIDES
1501576,Bom Jesus do Tocantins,Sudeste Paraense,PA,Pará,Norte,BOM JESUS DO TOCANTINS
1501600,Bonito,Nordeste Paraense,PA,Pará,Norte,BONITO
1501709,Bragança,Nordeste Paraense,PA,Pará,Norte,BRAGANCA
1501725,Brasil Novo,Sudoeste Paraense,PA,Pará,Norte,BRASIL NOVO
1501758,Brejo Grande do Araguaia,Sudeste Paraense,PA,Pará,Norte,BREJO GRANDE DO ARAGUAIA
1501782,Breu Branco,Sudeste Paraense,PA,Pará,Norte,BREU BRANCO
1501808,Breves,Marajó,PA,Pará,Norte,BREVES
1501907,Bujaru,Metropolitana de Belém,PA,Pará,Norte,BUJARU
1501956,Cachoeira do Piriá,Nordeste Paraense,PA,Pará,Norte,CACHOEIRA DO PIRIA
1502004,Cachoeira do Arari,Marajó,PA,Pará,Norte,CACHOEIRA DO ARARI
1502103,Cametá,Nordeste Paraense,PA,Pará,Norte,CAMETA
1502152,Canaã dos Carajás,Sudeste Paraense,PA,Pará,Norte,CANAA DOS CARAJAS
1502202,Capanema,Nordeste Paraense,PA,Pará,Norte,CAPANEMA
1502301,Capitão Poço,Nordeste Paraense,PA,Pará,Norte,CAPITAO POCO
1502400,Castanhal,Metropolitana de Belém,PA,Pará,Norte,CASTANHAL
1502509,Chaves,Marajó,PA,Pará,Norte,CHAVES
1502608,Colares,Nordeste Paraense,PA,Pará,Norte,COLARES
1502707,Conceição do Araguaia,Sudeste Paraense,PA,Pará,Norte,CONCEICAO DO ARAGUAIA
1502756,Concórdia do Pará,Nordeste Paraense,PA,Pará,Norte,CONCORDIA DO PARA
1502764,Cumaru do Norte,Sudeste Paraense,PA,Pará,Norte,CUMARU DO NORTE
1502772,Curionópolis,Sudeste Paraense,PA,Pará,Norte,CURIONOPOLIS
1502806,Curralinho,Marajó,PA,Pará,Norte,CURRALINHO
1502855,Curuá,Baixo Amazonas,PA,Pará,Norte,CURUA
1502905,Curuçá,Nordeste Paraense,PA,Pará,Norte,CURUCA
1502939,Dom Eliseu,Sudeste Paraense,PA,Pará,Norte,DOM ELISEU
1502954,Eldorado do Carajás,Sudeste Paraense,PA,Pará,Norte,ELDORADO DO CARAJAS
1503002,Faro,Baixo Amazonas,PA,Pará,Norte,FARO
1503044,Floresta do Araguaia,Sudeste Paraense,PA,Pará,Norte,FLORESTA DO ARAGUAIA
1503077,Garrafão do Norte,Nordeste Paraense,PA,Pará,Norte,GARRAFAO DO NORTE
1503093,Goianésia do Pará,Sudeste Paraense,PA,Pará,Norte,GOIANESIA DO PARA
1503101,Gurupá,Marajó,PA,Pará,Norte,GURUPA
1503200,Igarapé-Açu,Nordeste Paraense,PA,Pará,Norte,IGARAPE ACU
1503309,Igarapé-Miri,Nordeste Paraense,PA,Pará,Norte,IGARAPE MIRI
1503408,Inhangapi,Metropolitana de Belém,PA,Pará,Norte,INHANGAPI
1503457,Ipixuna do Pará,Nordeste Paraense,PA,Pará,Norte,IPIXUNA DO PARA
1503507,Irituia,Nordeste Paraense,PA,Pará,Norte,IRITUIA
1503606,Itaituba,Sudoeste Paraense,PA,Pará,Norte,ITAITUBA
1503705,Itupiranga,Sudeste Paraense,PA,Pará,Norte,ITUPIRANGA
1503754,Jacareacanga,Sudoeste Paraense,PA,Pará,Norte,JACAREACANGA
1503804,Jacundá,Sudeste Paraense,PA,Pará,Norte,JACUNDA
1503903,Juruti,Baixo Amazonas,PA,Pará,Norte,JURUTI
1504000,Limoeiro do Ajuru,Nordeste Paraense,PA,Pará,Norte,LIMOEIRO DO AJURU
1504059,Mãe do Rio,Nordeste Paraense,PA,Pará,Norte,MAE DO RIO
1504109,Magalhães Barata,Nordeste Paraense,PA,Pará,Norte,MAGALHAES BARATA
1504208,Marabá,Sudeste Paraense,PA,Pará,Norte,MARABA
1504307,Maracanã,Nordeste Paraense,PA,Pará,Norte,MARACANA
1504406,Marapanim,Nordeste Paraense,PA,Pará,Norte,MARAPANIM
1504422,Marituba,Metropolitana de Belém,PA,Pará,Norte,MARITUBA
1504455,Medicilândia,Sudoeste Paraense,PA,Pará,Norte,MEDICILANDIA
1504505,Melgaço,Marajó,PA,Pará,Norte,MELGACO
1504604,Mocajuba,Nordeste Paraense,PA,Pará,Norte,MOCAJUBA
1504703,Moju,Nordeste Paraense,PA,Pará,Norte,MOJU
1504752,Mojuí dos Campos,Baixo Amazonas,PA,Pará,Norte,MOJUI DOS CAMPOS
1504802,Monte Alegre,Baixo Amazonas,PA,Pará,Norte,MONTE ALEGRE
1504901,Muaná,Marajó,PA,Pará,Norte,MUANA
1504950,Nova Esperança do Piriá,Nordeste Paraense,PA,Pará,Norte,NOVA ESPERANCA DO PIRIA
1504976,Nova Ipixuna,Sudeste Paraense,PA,Pará,Norte,NOVA IPIXUNA
1505007,Nova Timboteua,Nordeste Paraense,PA,Pará,Norte,NOVA TIMBOTEUA
1505031,Novo Progresso,Sudoeste Paraense,PA,Pará,Norte,NOVO PROGRESSO
1505064,Novo Repartimento,Sudeste Paraense,PA,Pará,Norte,NOVO REPARTIMENTO
1505106,Óbidos,Baixo Amazonas,PA,Pará,Norte,OBIDOS
1505205,Oeiras do Pará,Nordeste Paraense,PA,Pará,Norte,OEIRAS DO PARA
1505304,Oriximiná,Baixo Amazonas,PA,Pará,Norte,ORIXIMINA
1505403,Ourém,Nordeste Paraense,PA,Pará,Norte,OUREM
1505437,Ourilândia do Norte,Sudeste Paraense,PA,Pará,Norte,OURILANDIA DO NORTE
1505486,Pacajá,Sudoeste Paraense,PA,Pará,Norte,PACAJA
1505494,Palestina do Pará,Sudeste Paraense,PA,Pará,Norte,PALESTINA DO PARA
1505502,Paragominas,Sudeste Paraense,PA,Pará,Norte,PARAGOMINAS
1505536,Parauapebas,Sudeste Paraense,PA,Pará,Norte,PARAUAPEBAS
1505551,Pau D'Arco,Sudeste Paraense,PA,Pará,Norte,PAU D ARCO
1505601,Peixe-Boi,Nordeste Paraense,PA,Pará,Norte,PEIXE BOI
1505635,Piçarra,Sudeste Paraense,PA,Pará,Norte,PICARRA
1505650,Placas,Baixo Amazonas,PA,Pará,Norte,PLACAS
1505700,Ponta de Pedras,Marajó,PA,Pará,Norte,PONTA DE PEDRAS
1505809,Portel,Marajó,PA,Pará,Norte,PORTEL
1505908,Porto de Moz,Baixo Amazonas,PA,Pará,Norte,PORTO DE MOZ
1506005,Prainha,Baixo Amazonas,PA,Pará,Norte,PRAINHA
1506104,Primavera,Nordeste Paraense,PA,Pará,Norte,PRIMAVERA
1506112,Quatipuru,Nordeste Paraense,PA,Pará,Norte,QUATIPURU
1506138,Redenção,Sudeste Paraense,PA,Pará,Norte,REDENCAO
1506161,Rio Maria,Sudeste Paraense,PA,Pará,Norte,RIO MARIA
1506187,Rondon do Pará,Sudeste Paraense,PA,Pará,Norte,RONDON DO PARA
1506195,Rurópolis,Sudoeste Paraense,PA,Pará,Norte,RUROPOLIS
1506203,Salinópolis,Nordeste Paraense,PA,Pará,Norte,SALINOPOLIS
1506302,Salvaterra,Marajó,PA,Pará,Norte,SALVATERRA
1506351,Santa Bárbara do Pará,Metropolitana de Belém,PA,Pará,Norte,SANTA BARBARA DO PARA
1506401,Santa Cruz do Arari,Marajó,PA,Pará,Norte,SANTA CRUZ DO ARARI
1506500,Santa Izabel do Pará,Metropolitana de Belém,PA,Pará,Norte,SANTA IZABEL DO PARA
1506559,Santa Luzia do Pará,Nordeste Paraense,PA,Pará,Norte,SANTA LUZIA DO PARA
1506583,Santa Maria das Barreiras,Sudeste Paraense,PA,Pará,Norte,SANTA MARIA DAS BARREIRAS
1506609,Santa Maria do Pará,Nordeste Paraense,PA,Pará,Norte,SANTA MARIA DO PARA
1506708,Santana do Araguaia,Sudeste Paraense,PA,Pará,Norte,SANTANA DO ARAGUAIA
1506807,Santarém,Baixo Amazonas,PA,Pará,Norte,SANTAREM
1506906,Santarém Novo,Nordeste Paraense,PA,Pará,Norte,SANTAREM NOVO
1507003,Santo Antônio do Tauá,Metropolitana de Belém,PA,Pará,Norte,SANTO ANTONIO DO TAUA
1507102,São Caetano de Odivelas,Nordeste Paraense,PA,Pará,Norte,SAO CAETANO DE ODIVELAS
1507151,São Domingos do Araguaia,Sudeste Paraense,PA,Pará,Norte,SAO DOMINGOS DO ARAGUAIA
1507201,São Domingos do Capim,Nordeste Paraense,PA,Pará,Norte,SAO DOMINGOS DO CAPIM
1507300,São Félix do Xingu,Sudeste Paraense,PA,Pará,Norte,SAO FELIX DO XINGU
1507409,São Francisco do Pará,Nordeste Paraense,PA,Pará,Norte,SAO FRANCISCO DO PARA
1507458,São Geraldo do Araguaia,Sudeste Paraense,PA,Pará,Norte,SAO GERALDO DO ARAGUAIA
1507466,São João da Ponta,Nordeste Paraense,PA,Pará,Norte,SAO JOAO DA PONTA
1507474,São João de Pirabas,Nordeste Paraense,PA,Pará,Norte,SAO JOAO DE PIRABAS
1507508,São João do Araguaia,Sudeste Paraense,PA,Pará,Norte,SAO JOAO DO ARAGUAIA
1507607,São Miguel do Guamá,Nordeste Paraense,PA,Pará,Norte,SAO MIGUEL DO GUAMA
1507706,São Sebastião da Boa Vista,Marajó,PA,Pará,Norte,SAO SEBASTIAO DA BOA VISTA
1507755,Sapucaia,Sudeste Paraense,PA,Pará,Norte,SAPUCAIA
1507805,Senador José Porfírio,Sudoeste Paraense,PA,Pará,Norte,SENADOR JOSE PORFIRIO
1507904,Soure,Marajó,PA,Pará,Norte,SOURE
1507953,Tailândia,Nordeste Paraense,PA,Pará,Norte,TAILANDIA
1507961,Terra Alta,Nordeste Paraense,PA,Pará,Norte,TERRA ALTA
1507979,Terra Santa,Baixo Amazonas,PA,Pará,Norte,TERRA SANTA
1508001,Tomé-Açu,Nordeste Paraense,PA,Pará,Norte,TOME ACU
1508035,Tracuateua,Nordeste Paraense,PA,Pará,Norte,TRACUATEUA
1508050,Trairão,Sudoeste Paraense,PA,Pará,Norte,TRAIRAO
1508084,Tucumã,Sudeste Paraense,PA,Pará,Norte,TUCUMA
1508100,Tucuruí,Sudeste Paraense,PA,Pará,Norte,TUCURUI
1508126,Ulianópolis,Sudeste Paraense,PA,Pará,Norte,ULIANOPOLIS
1508159,Uruará,Sudoeste Paraense,PA,Pará,Norte,URUARA
1508209,Vigia,Nordeste Paraense,PA,Pará,Norte,VIGIA
1508308,Viseu,Nordeste Paraense,PA,Pará,Norte,VISEU
1508357,Vitória do Xingu,Sudoeste Paraense,PA,Pará,Norte,VITORIA DO XINGU
1508407,Xinguara,Sudeste Paraense,PA,Pará,Norte,XINGUARA
1600055,Serra do Navio,Sul do Amapá,AP,Amapá,Norte,SERRA DO NAVIO
1600105,Amapá,Norte do Amapá,AP,Amapá,Norte,AMAPA
1600154,Pedra Branca do Amapari,Sul do Amapá,AP,Amapá,Norte,PEDRA BRANCA DO AMAPARI
1600204,Calçoene,Norte do Amapá,AP,Amapá,Norte,CALCOENE
1600212,Cutias,Sul do Amapá,AP,Amapá,Norte,CUTIAS
1600238,Ferreira Gomes,Sul do Amapá,AP,Amapá,Norte,FERREIRA GOMES
1600253,Itaubal,Sul do Amapá,AP,Amapá,Norte,ITAUBAL
1600279,Laranjal do Jari,Sul do Amapá,AP,Amapá,Norte,LARANJAL DO JARI
1600303,Macapá,Sul do Amapá,AP,Amapá,Norte,MACAPA
1600402,Mazagão,Sul do Amapá,AP,Amapá,Norte,MAZAGAO
1600501,Oiapoque,Norte do Amapá,AP,Amapá,Norte,OIAPOQUE
1600535,Porto Grande,Sul do Amapá,AP,Amapá,Norte,PORTO GRANDE
1600550,Pracuúba,Norte do Amapá,AP,Amapá,Norte,PRACUUBA
1600600,Santana,Sul do Amapá,AP,Amapá,Norte,SANTANA
1600709,Tartarugalzinho,Norte do Amapá,AP,Amapá,Norte,TARTARUGALZINHO
1600808,Vitória do Jari,Sul do Amapá,AP,Amapá,Norte,VITORIA DO JARI
1700251,Abreulândia,Ocidental do Tocantins,TO,Tocantins,Norte,ABREULANDIA
1700301,Aguiarnópolis,Ocidental do Tocantins,TO,Tocantins,Norte,AGUIARNOPOLIS
1700350,Aliança do Tocantins,Ocidental do Tocantins,TO,Tocantins,Norte,ALIANCA DO TOCANTINS
1700400,Almas,Oriental do Tocantins,TO,Tocantins,Norte,ALMAS
1700707,Alvorada,Ocidental do Tocantins,TO,Tocantins,Norte,ALVORADA
1701002,Ananás,Ocidental do Tocantins,TO,Tocantins,Norte,ANANAS
1701051,Angico,Ocidental do Tocantins,TO,Tocantins,Norte,ANGICO
1701101,Aparecida do Rio Negro,Oriental do Tocantins,TO,Tocantins,Norte,APARECIDA DO RIO NEGRO
1701309,Aragominas,Ocidental do Tocantins,TO,Tocantins,Norte,ARAGOMINAS
1701903,Araguacema,Ocidental do Tocantins,TO,Tocantins,Norte,ARAGUACEMA
1702000,Araguaçu,Ocidental do Tocantins,TO,Tocantins,Norte,ARAGUACU
